Title,Year,Authors,Venue,PublicationType,JournalTier,Field,StudyType,DataType,DLW_Related,DLW_Signal,DataProvided,CodeProvided,ReplicationPackage,DOI,URL,OpenAlexID,SearchTerm
"Trade, Markups, and Consumer Welfare: Evidence from the Global Smartphone Industry",2024,Lu Wang; Xu Xie,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Industrial organization,Empirical,Individual/household,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4804811,https://doi.org/10.2139/ssrn.4804811,https://openalex.org/W4395030462,markup
"Who Is in the Driver's Seat? Markups, Markdowns, and Profit Sharing in the Car Industry",2024,Nadine Hahn,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Industrial organization,Unknown,Industry-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4901363,https://doi.org/10.2139/ssrn.4901363,https://openalex.org/W4400918461,markup
Double Markups Under Bilateral Contracting,2023,Guofu Tan; Xiao Fu,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Industrial organization,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4603685,http://dx.doi.org/10.2139/ssrn.4603685,https://openalex.org/W4387681468,markup
How large corporations make huge profits from hidden markups at the expense of consumers,2023,Constantin Colonescu,,Preprint,WorkingPaper/Preprint,Industrial organization,Unknown,Individual/household,No,,Unknown,Unknown,Unknown,https://doi.org/10.64628/aam.yf9n6r9kd,https://doi.org/10.64628/aam.yf9n6r9kd,https://openalex.org/W4413599281,markup
Optimal Policy Against Distortions Caused by Monopolistic Competition and Variable Markup Pricing,2023,Atsushi Tadokoro,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Industrial organization,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4638504,http://dx.doi.org/10.2139/ssrn.4638504,https://openalex.org/W4388837569,markup
Time Use and the Efficiency of Heterogeneous Markups,2023,Brian C. Albrecht; Thomas Phelan; Nick Pretnar,Working paper,Working paper/report,WorkingPaper/Preprint,Industrial organization,Theory,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.26509/frbc-wp-202328,https://doi.org/10.26509/frbc-wp-202328,https://openalex.org/W4388723043,markup
Data and Markups: A Macro-Finance Perspective,2022,Jan Eeckhout; Laura Veldkamp,,Working paper/report,WorkingPaper/Preprint,Industrial organization,Empirical,Macro aggregate,No,,Unknown,Unknown,Unknown,https://doi.org/10.3386/w30022,https://doi.org/10.3386/w30022,https://openalex.org/W4229446466,markup
"Dynamics of Markups, Concentration, and Product Span",2022,Elhanan Helpman; Benjamin Niswonger,American Economic Journal Macroeconomics,Preprint,WorkingPaper/Preprint,Industrial organization,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.1257/mac.20200378,https://doi.org/10.1257/mac.20200378,https://openalex.org/W3143104110,markup
Efficient policy with firm heterogeneity and variable markups,2021,Atsushi Tadokoro,OUKA (Osaka University Knowledge Archive) (Osaka University),Preprint,WorkingPaper/Preprint,Industrial organization,Theory,Firm-level,No,,Unknown,Unknown,Unknown,,http://hdl.handle.net/11094/78279,https://openalex.org/W3122397311,markup
"Intangibles, Markups, and the Measurement of Productivity Growth",2021,Nicolas Crouzet; Janice Eberly,,Working paper/report,WorkingPaper/Preprint,Industrial organization,Method,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.3386/w29109,https://doi.org/10.3386/w29109,https://openalex.org/W3187830482,markup
Market Power and the Volatility of Markups in the Food Value Chain: The Role of Italian Cooperatives,2021,"Hyejin Lee; Johan Swinnen; Patrick Van Cayseele; Lee, Hyejin; Swinnen, Johan; Cayseele, Patrick Van",RePEc: Research Papers in Economics,Preprint,WorkingPaper/Preprint,Industrial organization,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.22004/ag.econ.315107,https://ageconsearch.umn.edu/record/315107/files/0-0_Paper_18774_handout_166_0.pdf,https://openalex.org/W3165840659,markup
Markups and Fixed Costs in Generic and Off-Patent Pharmaceutical Markets,2021,Sharat Ganapati; Rebecca McKibbin,,Working paper/report,WorkingPaper/Preprint,Industrial organization,Unknown,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.3386/w29206,https://doi.org/10.3386/w29206,https://openalex.org/W3200857979,markup
Measured productivity with endogenous markups and economic profits,2021,Anthony Savagar,Journal of Economic Dynamics and Control,Preprint,WorkingPaper/Preprint,Industrial organization,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.1016/j.jedc.2021.104232,https://doi.org/10.1016/j.jedc.2021.104232,https://openalex.org/W2906916562,markup
"&lt;p&gt;Fairness, Ambiguity, Wage Markups and Disinflation Costs&lt;/p&gt;",2025,André Lunardelli; Márcio I. Nakane,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Applied micro,Applied micro,Individual/household,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5326035,https://doi.org/10.2139/ssrn.5326035,https://openalex.org/W4412089462,markup
Price Markups or Wage Markdowns?,2025,Kevin Ren; D Zhang,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Applied micro,Applied micro,Individual/household,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5143585,https://doi.org/10.2139/ssrn.5143585,https://openalex.org/W4407804074,markup
Who Bear the Cost: Financial Frictions and Labor Markdown,2025,Ming Li; Yao Amber Li; Zehao Li,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Applied micro,Applied micro,Individual/household,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5128001,https://doi.org/10.2139/ssrn.5128001,https://openalex.org/W4407238109,markdown
Effects of Innovation and Markups on Labour Share and Employment: Evidence on Direct and Mediating Effects in OECD Industries,2023,Mehmet Uğur,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Applied micro,Applied micro,Individual/household,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4631660,http://dx.doi.org/10.2139/ssrn.4631660,https://openalex.org/W4388621733,markup
"Wealth Effects, Price Markups, and the Neo-Fisherian Hypothesis",2021,Marco Airaudo; Ina Hajdini,Working paper,Working paper/report,WorkingPaper/Preprint,Applied micro,Applied micro,Individual/household,No,,Unknown,Unknown,Unknown,https://doi.org/10.26509/frbc-wp-202127,https://doi.org/10.26509/frbc-wp-202127,https://openalex.org/W3213451892,markup
"&lt;p&gt;When Will Countries Cooperate and When not? Quantifying The Importance of Similarities in Demand, Markups, And Geography in Trade Negotiations&lt;/p&gt;",2025,Milton Bronstein; Hamid Firooz; Gunnar Heins; Yonggeun Jung,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,International economics,Unknown,Country-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5401733,https://doi.org/10.2139/ssrn.5401733,https://openalex.org/W4413977132,markup
Concentration and Markups in International Trade,2025,Vanessa Alviarez; Michele Fioretti; Ken Kikkawa; Monica Morlacco,,Working paper/report,WorkingPaper/Preprint,International economics,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.3386/w34114,https://doi.org/10.3386/w34114,https://openalex.org/W4413148680,markup
Concentration and Markups in International Trade,2025,Vanessa Alviarez; Michele Fioretti; Ayumu Ken Kikkawa; Monica Morlacco,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,International economics,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5386632,https://doi.org/10.2139/ssrn.5386632,https://openalex.org/W4413222069,markup
Concentration and Markups in International Trade,2025,Vanessa Alviarez; Michele Fioretti; Ayumu Ken Kikkawa; Monica Morlacco,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,International economics,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5384026,https://doi.org/10.2139/ssrn.5384026,https://openalex.org/W4413247246,markup
Unveiling the Ripple Effect: US Monetary Policy and Firm Markups in Emerging Markets,2025,Xiaoyu Yan,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,International economics,Unknown,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5064467,https://doi.org/10.2139/ssrn.5064467,https://openalex.org/W4406167478,markup
Disentangling Frictions Across the World: Markups Versus Trade Costs,2024,Frank Stähler; Benedikt Heid,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,International economics,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5042473,https://doi.org/10.2139/ssrn.5042473,https://openalex.org/W4404966556,markup
"Markup Heterogeneity, Openness, and the Pro-Competitive Gains from Trade Across Countries",2024,Hamid Firooz; Gunnar Heins; Sankalp Mathur,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,International economics,Unknown,Country-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4916668,http://dx.doi.org/10.2139/ssrn.4916668,https://openalex.org/W4401879008,markup
The Portuguese Export Miracle During the Great Recession: Greater Productivity or Lower Markups?,2024,Carlos Carreira; Luís Lopes; João Afonso Coelho,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,International economics,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4820041,https://doi.org/10.2139/ssrn.4820041,https://openalex.org/W4396713790,markup
Trade Shocks and the Transitional Dynamics of Markups,2024,Justas Dainauskas; Povilas Lastauskas,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,International economics,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5019367,http://dx.doi.org/10.2139/ssrn.5019367,https://openalex.org/W4404336042,markup
"International Prices, Costs and Markup Diﬀerences",2023,Gita Gopinath; Pierre‐Olivier Gourinchas; Chang‐Tai Hsieh; Nicholas Li,,Preprint,WorkingPaper/Preprint,International economics,Empirical,Product-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.32920/24134967,http://dx.doi.org/10.32920/24134967,https://openalex.org/W4386699096,markup
"International Prices, Costs and Markup Diﬀerences",2023,Gita Gopinath; Pierre‐Olivier Gourinchas; Chang‐Tai Hsieh; Nicholas Li,,Preprint,WorkingPaper/Preprint,International economics,Empirical,Product-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.32920/24134967.v1,http://dx.doi.org/10.32920/24134967.v1,https://openalex.org/W4386699040,markup
Markets and Markups: A New Empirical Framework and Evidence on Exporters from China,2023,Giancarlo Corsetti; Meredith A. Crowley; Lu Han; Huasheng Song,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,International economics,Method,Country-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4415367,http://dx.doi.org/10.2139/ssrn.4415367,https://openalex.org/W2793709716,markup
Battle of the markups: conflict inflation and the aspirational channel of monetary policy transmission,2026,Tim Willems; Frederick van der Ploeg,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Unknown,Macro aggregate,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.6030467,https://doi.org/10.2139/ssrn.6030467,https://openalex.org/W7119527594,markup
"An analytical heterogeneous agent macro model of concentration, markups, and falling labour shares",2025,Karsten Köhler; Jo Michell; Ayoze Alfageme,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Theory,Individual/household,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5366008,https://doi.org/10.2139/ssrn.5366008,https://openalex.org/W4412912404,markup
"Borrowing Constraints, Markups, and Misallocation",2025,Huiyu Li; Chen Lian; Yueran Ma; Emily Martell,,Working paper/report,WorkingPaper/Preprint,Macro,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.3386/w33960,https://doi.org/10.3386/w33960,https://openalex.org/W4411796288,markup
"Borrowing Constraints, Markups, and Misallocation",2025,Huiyu Li; Chen Lian; Yueran Ma; Emily Martell,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5342218,https://doi.org/10.2139/ssrn.5342218,https://openalex.org/W4412072736,markup
"Data, Markups, and Asset Prices",2025,Alexandre Corhay; Kejia Hu; Jun Li; Jincheng Tong; Chi-Yang Tsou,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Empirical,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5093509,https://doi.org/10.2139/ssrn.5093509,https://openalex.org/W4407687694,markup
Granular Markups and Inflation Surge: The Role of Managerial Incentives&amp;nbsp;,2025,Juliana Salomão; Yuchen Chen; V. Sharma; Yicheng Wang,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Unknown,Macro aggregate,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5369179,https://doi.org/10.2139/ssrn.5369179,https://openalex.org/W4412900556,markup
"Sectoral markups, factor substitution and factor-augmenting technical progress",2025,"Alonso Carrera, Jaime; Freire Serén, María Jesús; Raurich, Xavier",Dipòsit Digital de la Universitat de Barcelona (Universitat de Barcelona),Working paper/report,WorkingPaper/Preprint,Macro,Method,Firm-level,No,,Unknown,Unknown,Unknown,,https://hdl.handle.net/2445/224742,https://openalex.org/W7114830044,markup
Unveiling Productivity and Markup Bias: The Role of Price Heterogeneity,2025,Diane Coyle; Ioannis Bournakis; Jen‐Chung Mei,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5252973,https://doi.org/10.2139/ssrn.5252973,https://openalex.org/W4410343545,markup
Current and Expected Pricing Markup as Derived from The Capital Asset Pricing Model and Tobin’s Q and Applied to the UK’s FTSE 100,2024,Paul Hackworth,Preprints.org,Preprint,WorkingPaper/Preprint,Macro,Method,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.20944/preprints202402.1182.v1,https://doi.org/10.20944/preprints202402.1182.v1,https://openalex.org/W4392057609,markup
Do Risk Premia Explain Dealer Markups in Municipal Bond Offerings?,2024,Daniel Bergstresser; Patrick Herb,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4939952,http://doi.org/10.2139/ssrn.4939952,https://openalex.org/W4401936270,markup
Impact of Markdown Price Strategy on Returns: A&amp;nbsp;Price Transparency and Valuation Uncertainty Story,2024,Jane Jiang; Wedad Elmaghraby; Özge Şahin,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4893185,https://doi.org/10.2139/ssrn.4893185,https://openalex.org/W4400729670,markdown
"Markup Dispersion, Misallocation and Productivity over the Life Cycle",2024,Guy Leonel Siwe,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5019039,https://doi.org/10.2139/ssrn.5019039,https://openalex.org/W4404772529,markup
Markup Polarization and Efficacy of Monetary Policy: A Tale of Two Firms,2024,Eunmi Ko,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Unknown,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5013467,http://doi.org/10.2139/ssrn.5013467,https://openalex.org/W4404520411,markup
Markup Polarization and Efficacy of Monetary Policy: A Tale of Two Firms,2024,Eunmi Ko,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Unknown,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4777445,https://doi.org/10.2139/ssrn.4777445,https://openalex.org/W4393323058,markup
On Trade Models with Variable Markups and Pareto-Distributed Productivity,2024,Ikuto Aiba; Atsushi Tadokoro,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Theory,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4987558,http://dx.doi.org/10.2139/ssrn.4987558,https://openalex.org/W4404483095,markup
Structural Change and the Rise in Markups,2024,Ricardo Marto,,Working paper/report,WorkingPaper/Preprint,Macro,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.20955/wp.2024.002,https://doi.org/10.20955/wp.2024.002,https://openalex.org/W4390575428,markup
Asymmetric Markup Responses to Monetary Shocks Over the Business Cycle,2023,Nicolás Blampied; Scott M. R. Mahadeo,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Unknown,Macro aggregate,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4592820,https://doi.org/10.2139/ssrn.4592820,https://openalex.org/W4387351437,markup
Current and Expected Pricing Markup as Derived from the Capital Asset Pricing Model and Tobin's Q,2023,Paul Hackworth,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Theory,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4634688,http://dx.doi.org/10.2139/ssrn.4634688,https://openalex.org/W4388739717,markup
"The Beginning of the Trend: Interest Rates, Profits, and Markups",2023,Anton Bobrov; James Traina,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4578465,http://dx.doi.org/10.2139/ssrn.4578465,https://openalex.org/W4386937962,markup
"The Beginning of the Trend: Interest Rates, Profits, and Markups",2023,Anton Bobrov; James Traina,arXiv (Cornell University),Preprint,WorkingPaper/Preprint,Macro,Empirical,Individual/household,No,,Unknown,Unknown,Unknown,https://doi.org/10.48550/arxiv.2307.08968,http://arxiv.org/abs/2307.08968,https://openalex.org/W4384807830,markup
"Inventories, Markups and Real Rigidities in Sticky Price Models of the Canadian Economy",2021,Oleksiy Kryvtsov; Virgiliu Midrigan,Econstor (Econstor),Preprint,WorkingPaper/Preprint,Macro,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.34989/swp-2011-9,http://hdl.handle.net/10419/53805,https://openalex.org/W1534558312,markup
"Inventories, Markups, and Real Rigidities in Menu Cost Models",2021,Oleksiy Kryvtsov; Virgiliu Midrigan,RePEc: Research Papers in Economics,Preprint,WorkingPaper/Preprint,Macro,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.34989/swp-2009-6,https://econpapers.repec.org/paper/nbrnberwo/14651.htm,https://openalex.org/W3125880706,markup
Markups and Inflation Cyclicality in the Euro Area,2021,Omiros Kouvavas; Chiara Osbat; Timo Reinelt; Isabel Vansteenkiste,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Unknown,Country-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.3972485,https://doi.org/10.2139/ssrn.3972485,https://openalex.org/W3217389227,markup
"Markups, intangible capital and heterogeneous financial frictions",2021,Carlo Altomonte; Domenico Favoino; Monica Morlacco; Tommaso Sonno,London School of Economics and Political Science Research Online (London School of Economics and Political Science),Preprint,WorkingPaper/Preprint,Macro,Theory,Firm-level,No,,Unknown,Unknown,Unknown,,https://openalex.org/W3157328912,https://openalex.org/W3157328912,markup
Physician-Induced Demand: Evidence from China’s Drug Price Zero-Markup Policy,2021,Hanming Fang; Xiaoyan Lei; Julie Shi; Xuejie Yi,,Preprint,WorkingPaper/Preprint,Macro,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.3386/w28998,https://doi.org/10.3386/w28998,https://openalex.org/W3181594147,markup
Sales and Markup Dispersion: Theory and Empirics,2021,Monika Mrázová; J. Peter Neary; Mathieu Parenti,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Macro,Method,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.3982/ecta17416,https://doi.org/10.2139/ssrn.3338787,https://openalex.org/W2487545916,markup
Scalable Demand and Markups,2023,Enghin Atalay; Erika Frost; Alan Sorensen; Christopher J. Sullivan; Wanjia Zhu,Working paper,Working paper/report,WorkingPaper/Preprint,Other,Method,Firm-level,Yes,production function,Unknown,Unknown,Unknown,https://doi.org/10.21799/frbp.wp.2023.15,https://doi.org/10.21799/frbp.wp.2023.15,https://openalex.org/W4385210251,markup
Scalable Demand and Markups,2023,Enghin Atalay; Erika Frost; Alan Sorensen; Christopher J. Sullivan; Wanjia Zhu,,Working paper/report,WorkingPaper/Preprint,Other,Method,Firm-level,Yes,production function,Unknown,Unknown,Unknown,https://doi.org/10.3386/w31230,http://doi.org/10.3386/w31230,https://openalex.org/W4376604648,markup
Reexamining the De Loecker & Warzynski (2012) method for estimating markups,2021,Ulrich Doraszelski; Jordi Jaumandreu,RePEc: Research Papers in Economics,Preprint,WorkingPaper/Preprint,Other,Method,Unknown,Yes,de loecker; warzynski,Unknown,Unknown,Unknown,,https://EconPapers.repec.org/RePEc:cpr:ceprdp:16027,https://openalex.org/W3168541649,markup
Cross-country analysis of aggregate markups and their impact on income inequality.,2025,Peter Malliaros; W Alejandro Pacheco-Jaramillo,F1000Research,Preprint,WorkingPaper/Preprint,Other,Method,Country-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.12688/f1000research.160674.2,https://doi.org/10.12688/f1000research.160674.2,https://openalex.org/W4409492491,markup
Cross-country analysis of aggregate markups and their impact on income inequality.,2025,Peter Malliaros; W Alejandro Pacheco-Jaramillo,F1000Research,Preprint,WorkingPaper/Preprint,Other,Method,Country-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.12688/f1000research.160674.1,https://doi.org/10.12688/f1000research.160674.1,https://openalex.org/W4407318655,markup
Cross-country analysis of aggregate markups and their impact on income inequality.,2025,Peter Malliaros; W Alejandro Pacheco-Jaramillo,F1000Research,Preprint,WorkingPaper/Preprint,Other,Method,Country-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.12688/f1000research.160674.3,https://doi.org/10.12688/f1000research.160674.3,https://openalex.org/W4410217785,markup
Estimating Markups Using Firm-Level Data: From Accounting Data to Production Inputs,2025,Hassan Faryaar,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Other,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5971322,https://doi.org/10.2139/ssrn.5971322,https://openalex.org/W7117300901,markup
Markups and Cost Pass-through Along the Supply Chain,2025,Santiago Alvarez-Blaser; Alberto Cavallo; Alex Mackay; Paolo Mengano,,Working paper/report,WorkingPaper/Preprint,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.3386/w34110,https://doi.org/10.3386/w34110,https://openalex.org/W4413148751,markup
Markups and Returns to Scale from Financial Statements,2025,Qingsong Pan,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5910283,https://doi.org/10.2139/ssrn.5910283,https://openalex.org/W7114988511,markup
MARKUPS IN TÜRKİYE,2025,Samil Pismaf,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5236830,https://doi.org/10.2139/ssrn.5236830,https://openalex.org/W4410155156,markup
Micro and Macro Perspectives on Production-Based Markups,2025,John G. Fernald; Amit Gandhi; Dimitrije Ruzic; James Traina,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Other,Unknown,Macro aggregate,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5405161,https://doi.org/10.2139/ssrn.5405161,https://openalex.org/W4413739927,markup
Reliable Markups in Noisy Data: A Case for Cost-Weighted Aggregation,2025,Has van Vlokhoven,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Other,Empirical,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5365908,https://doi.org/10.2139/ssrn.5365908,https://openalex.org/W4413212314,markup
Risk Markups,2025,Sebastian Di Tella; Cedomir Giuseppe Maria Malgieri; Christopher Tonetti,,Working paper/report,WorkingPaper/Preprint,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.3386/w33778,https://doi.org/10.3386/w33778,https://openalex.org/W4411014665,markup
Who Bear the Cost: Financial Frictions and Labor Markdown,2025,Ming Li; Yao Amber Li; Zehao Li,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Other,Unknown,Individual/household,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.5126879,https://doi.org/10.2139/ssrn.5126879,https://openalex.org/W4407222880,markdown
Equilibrium Effects of Minimum Markup Laws in Grocery Retailing Markets,2024,Daniel Herrera‐Araujo; Jorge Florez-Acosta,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Other,Unknown,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4999438,https://doi.org/10.2139/ssrn.4999438,https://openalex.org/W4403866912,markup
Guide to generating and rendering computational markdown content programmatically with Quarto,2024,Andrew Heiss,,Preprint,WorkingPaper/Preprint,Other,Empirical,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.59350/6pqcg-wbr63,http://dx.doi.org/10.59350/6pqcg-wbr63,https://openalex.org/W4404050930,markdown
Markups: A Search-Theoretic Perspective,2024,Guido Menzio,,Working paper/report,WorkingPaper/Preprint,Other,Theory,Unknown,No,,Unknown,Unknown,Unknown,https://doi.org/10.3386/w32888,http://doi.org/10.3386/w32888,https://openalex.org/W4402120853,markup
"Place-Based Policies, Firm Markup, and Allocative Efficiency: Evidence from China's Economic Zones",2024,Wenyi Lyu; Yu Leng; Jian Yang,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Other,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4763743,http://dx.doi.org/10.2139/ssrn.4763743,https://openalex.org/W4392905830,markup
Preferential Credit Policy with Sectoral Markup Heterogeneity,2024,Kaiji Chen; Yuxuan Huang; Zhikun Lu; Xuewen Liu; Yong Wang,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Other,Unknown,Industry-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4847111,http://dx.doi.org/10.2139/ssrn.4847111,https://openalex.org/W4399123137,markup
The Universal Zero Markup Drug Policy and Gastric Cancer Hospitalization Expenses: An Analysis of Trends and Influencing Factors in Shanghai from 2014 to 2021,2024,Yichun Gu; Jiajun Hao; Da He; Hui Sun; Xin Cui; Wenqi Tian; Yulin Zhang; Chunlin Jin; Haiyin Wang,,Preprint,WorkingPaper/Preprint,Other,Method,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.21203/rs.3.rs-3781711/v1,https://doi.org/10.21203/rs.3.rs-3781711/v1,https://openalex.org/W4390753740,markup
Tricks from the Trade for Large-Scale Markdown Pricing: Heuristic Cut Generation for Lagrangian Decomposition,2024,Robert Streeck; Torsten Gellert; Andreas Schmitt; Asya Dipkaya; Vladimir Fux; Tim Januschowski; Timo Berthold,arXiv (Cornell University),Preprint,WorkingPaper/Preprint,Other,Method,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.48550/arxiv.2404.02996,http://arxiv.org/abs/2404.02996,https://openalex.org/W4394007045,markdown
Can the Expansion of Market Size Increase Firm Markup? Evidence from China,2023,Gang An; Jia Wang,SSRN Electronic Journal,Preprint,WorkingPaper/Preprint,Other,Empirical,Firm-level,No,,Unknown,Unknown,Unknown,https://doi.org/10.2139/ssrn.4522792,http://dx.doi.org/10.2139/ssrn.4522792,https://openalex.org/W4385316913,markup
